,date,type,location,fatalities,ground_fatalities,crew,passengers,operator,first_flight,damage,phase,nature,manufacturer,year,month,day,aircraft_age
8450,2006-04-28,Cessna 208B Grand Caravan,Uganda,3,0,2.0,1.0,"King Air Services, op.for UN",1994-01-01,Damaged beyond repair,En route (ENR),Cargo,Cessna,2006,April,Friday,4500
8451,2006-05-03,Airbus A320-211,Russia,113,0,8.0,105.0,Armavia,1995-01-01,Destroyed,Approach (APR),International Scheduled Passenger,Airbus,2006,May,Wednesday,4140
8452,2006-05-05,IAI Arava 201,Venezuela,5,0,4.0,1.0,Venezuela ANG,1981-01-01,Damaged beyond repair,En route (ENR),Military,IAI,2006,May,Friday,9255
8453,2006-05-14,Convair CV-580,Canada,1,0,3.0,0.0,Saskatchewan Gvt.,1954-01-01,Destroyed,En route (ENR),Training,Convair,2006,May,Sunday,19126
8454,2006-05-23,DHC-6 Twin Otter 300,S�o Tom� and Pr�ncipe,4,0,2.0,2.0,Air S�o Tom� & Principe,1979-01-01,Damaged beyond repair,En route (ENR),Training,DHC-6,2006,May,Tuesday,10004
8455,2006-06-02,Learjet 35A,United States of America,2,0,2.0,3.0,"Robertson Asset Management, op.for International Jet Charter",1980-01-01,Damaged beyond repair,Approach (APR),Domestic Non Scheduled Passenger,Learjet,2006,June,Friday,9649
8458,2006-06-17,Antonov An-2P,Kazakhstan,1,0,2.0,0.0,Flamingo,1973-01-01,Damaged beyond repair,Approach (APR),Agricultural,Antonov,2006,June,Saturday,12220
8459,2006-06-21,DHC-6 Twin Otter 300,Nepal,9,0,3.0,6.0, Yeti Airlines,1980-01-01,Destroyed,Approach (APR),Domestic Scheduled Passenger,DHC-6,2006,June,Wednesday,9668
8460,2006-06-24,Cessna 560 Citation Encore,United States of America,1,0,1.0,2.0,Aero Charter Services,2001-01-01,Damaged beyond repair,Landing (LDG),Private,Cessna,2006,June,Saturday,2000
8461,2006-06-30,Cessna 208B Grand Caravan,Mozambique,1,0,2.0,1.0,"Naturelink Airlines, op.for Southern Right Air Charter",1994-01-01,Damaged beyond repair,Unknown (UNK),Unknown,Cessna,2006,June,Friday,4563
8462,2006-07-07,Antonov An-12B,Democratic Republic of the Congo,6,0,6.0,0.0, Mango Airlines,1963-01-01,Damaged beyond repair,En route (ENR),Cargo,Antonov,2006,July,Friday,15893
8463,2006-07-09,Airbus A310-324,Russia,125,0,8.0,195.0,S7 Airlines,1987-01-01,Destroyed,Landing (LDG),Domestic Scheduled Passenger,Airbus,2006,July,Sunday,7129
8464,2006-07-10,Fokker F-27 Friendship 200,Pakistan,45,0,4.0,41.0,PIA,1964-01-01,Destroyed,Initial climb (ICL),Domestic Scheduled Passenger,Fokker,2006,July,Monday,15531
8465,2006-07-19,Cessna 560 Citation Encore,United States of America,2,0,2.0,2.0,Tomco II,2003-01-01,Damaged beyond repair,Landing (LDG),Executive,Cessna,2006,July,Wednesday,1295
8466,2006-07-19,CASA/Nurtanio NC-212 Aviocar,Indonesia,2,0,2.0,0.0,Indonesian Army,1982-01-01,Damaged beyond repair,Approach (APR),Military,CASA/Nurtanio,2006,July,Wednesday,8965
8467,2006-07-25,Spectrum Aeronautical Spectrum 33,United States of America,2,0,2.0,0.0,Spectrum Aeronautical,2006-01-01,Destroyed,Takeoff (TOF),Test,Spectrum,2006,July,Tuesday,205
8468,2006-07-29,DHC-6 Twin Otter 100,United States of America,6,0,1.0,7.0,"Adventure Aviation, op.for Quantum Leap Skydiving",1967-01-01,Damaged beyond repair,Initial climb (ICL),Parachuting,DHC-6,2006,July,Saturday,14454
8469,2006-08-03,Antonov An-28,Democratic Republic of the Congo,17,0,3.0,14.0,TRACEP-Congo Aviation,1990-01-01,Damaged beyond repair,En route (ENR),Domestic Non Scheduled Passenger,Antonov,2006,August,Thursday,6058
8470,2006-08-04,Embraer EMB-110P1 Bandeirante,United States of America,1,0,1.0,0.0,AirNow,1982-01-01,Damaged beyond repair,En route (ENR),Ferry/positioning,Embraer,2006,August,Friday,8981
8471,2006-08-12,Antonov An-2P,Kazakhstan,1,0,2.0,0.0,Orlan 2000,1971-01-01,Damaged beyond repair,Approach (APR),Agricultural,Antonov,2006,August,Saturday,13007
8472,2006-08-13,Lockheed L-100-30 Hercules,Italy,3,0,3.0,0.0,Air Alg�rie,1981-01-01,Destroyed,En route (ENR),Cargo,Lockheed,2006,August,Sunday,9355
8473,2006-08-22,Tupolev Tu-154M,Ukraine,170,0,10.0,160.0,Pulkovo,1991-01-01,Destroyed,En route (ENR),Domestic Scheduled Passenger,Tupolev,2006,August,Tuesday,5712
8474,2006-08-27,Canadair CRJ-100ER,United States of America,49,0,3.0,47.0,"Delta Connection, opb Comair",2001-01-01,Destroyed,Takeoff (TOF),Domestic Scheduled Passenger,Canadair,2006,August,Sunday,2064
8475,2006-09-01,Tupolev Tu-154M,Iran,28,0,11.0,137.0,Iran Airtour,1988-01-01,Damaged beyond repair,Landing (LDG),Domestic Scheduled Passenger,Tupolev,2006,September,Friday,6818
8476,2006-09-02,BAe Nimrod MR.2,Afghanistan,14,0,14.0,0.0,RAF,1969-01-01,Damaged beyond repair,En route (ENR),Military,BAe,2006,September,Saturday,13758
8477,2006-09-17,Dornier 228-212,Nigeria,13,0,3.0,15.0,Nigerian AF,1994-01-01,Damaged beyond repair,En route (ENR),Military,Dornier,2006,September,Sunday,4642
8478,2006-09-29,Boeing 737-8EH,Brazil,154,0,6.0,148.0,Gol,2006-01-01,Destroyed,En route (ENR),Domestic Scheduled Passenger,Boeing,2006,September,Friday,271
8479,2006-10-10,BAe-146-200A,Norway,4,0,4.0,12.0,Atlantic Airways,1987-01-01,Destroyed,Landing (LDG),Domestic Non Scheduled Passenger,BAe-146-200A,2006,October,Tuesday,7222
8480,2006-10-19,Antonov An-2TP,Uzbekistan,15,0,2.0,13.0,Uzbekistan Airways,1972-01-01,Damaged beyond repair,Approach (APR),Military,Antonov,2006,October,Thursday,12710
8482,2006-10-26,CASA C-212 Aviocar 200,Sweden,4,0,4.0,0.0,Swedish Coast Guard,1986-01-01,Destroyed,En route (ENR),Survey/research,CASA,2006,October,Thursday,7603
8483,2006-10-29,Boeing 737-2B7,Nigeria,96,0,5.0,100.0,ADC Airlines,1983-01-01,Destroyed,Initial climb (ICL),Domestic Scheduled Passenger,Boeing,2006,October,Sunday,8702
8485,2006-11-09,Let L-410UVP,Democratic Republic of the Congo,0,1,2.0,2.0, Gomair,1985-01-01,Damaged beyond repair,Landing (LDG),Domestic Non Scheduled Passenger,Let,2006,November,Thursday,7982
8486,2006-11-17,DHC-6 Twin Otter 300,Indonesia,12,0,3.0,9.0,Trigana Air Service,1977-01-01,Damaged beyond repair,En route (ENR),Domestic Non Scheduled Passenger,DHC-6,2006,November,Friday,10912
8487,2006-11-18,Boeing 727-23F,Colombia,6,0,3.0,3.0,Aerosucre Colombia,1967-01-01,Destroyed,Approach (APR),Cargo,Boeing,2006,November,Saturday,14566
8489,2006-11-27,Antonov An-74T-200,Iran,37,0,6.0,32.0,Iranian Revolutionary Guard,1997-01-01,Damaged beyond repair,Takeoff (TOF),Military,Antonov,2006,November,Monday,3617
8490,2006-11-29,Grob G.180A SPn,Germany,1,0,1.0,0.0,Grob,2006-01-01,Destroyed,Maneuvering (MNV),Demonstration,Grob,2006,November,Wednesday,332
8491,2006-12-16,Antonov An-32B,Mexico,4,0,4.0,0.0,Mexican AF,1992-01-01,Damaged beyond repair,Approach (APR),Military,Antonov,2006,December,Saturday,5463
8492,2006-12-30,CT-39A-1-NA Sabreliner,Mexico,2,0,2.0,0.0,Facts Air,1962-01-01,Damaged beyond repair,Approach (APR),Cargo,CT-39A-1-NA,2006,December,Saturday,16434
8493,2007-01-01,Boeing 737-4Q8,Indonesia,102,0,6.0,96.0,AdamAir,1989-01-01,Destroyed,En route (ENR),Domestic Scheduled Passenger,Boeing,2007,January,Monday,6574
8494,2007-01-07,Beech A100 King Air,Canada,1,0,2.0,2.0,Transwest Air,1974-01-01,Destroyed,Approach (APR),Ambulance,Beech,2007,January,Sunday,12059
8495,2007-01-09,Antonov An-26B-100,Iraq,34,0,5.0,30.0,Aeriantur-M Airlines,1981-01-01,Destroyed,Approach (APR),Int'l Non Scheduled Passenger,Antonov,2007,January,Tuesday,9504
8496,2007-01-09,Learjet 24F,Mexico,2,0,2.0,0.0,Ameristar Jet Charter,1977-01-01,Destroyed,Approach (APR),Cargo,Learjet,2007,January,Tuesday,10965
8497,2007-01-12,Cessna 525 CitationJet,United States of America,2,0,2.0,0.0,SunQuest,1996-01-01,Destroyed,Initial climb (ICL),Ferry/positioning,Cessna,2007,January,Friday,4029
8498,2007-01-25,Fokker 100,France,0,1,4.0,50.0,R�gional,1991-01-01,Substantial,Takeoff (TOF),Domestic Scheduled Passenger,Fokker,2007,January,Thursday,5868
8499,2007-02-06,Beech 200 Super King Air,United States of America,3,0,1.0,2.0,Metro Aviation,1977-01-01,Substantial,En route (ENR),Ambulance,Beech,2007,February,Tuesday,10993
8500,2007-02-06,Beech 200C Super King Air,Turks and Caicos Islands,1,0,1.0,5.0,Air Turks & Caicos,1989-01-01,Damaged beyond repair,Initial climb (ICL),Domestic Scheduled Passenger,Beech,2007,February,Tuesday,6610
8501,2007-02-15,Cessna 208B Grand Caravan,Democratic Republic of the Congo,1,0,1.0,0.0,Stellavia,1998-01-01,Missing,En route (ENR),Cargo,Cessna,2007,February,Thursday,3332
8502,2007-03-07,Boeing 737-497,Indonesia,21,0,7.0,133.0,Garuda,1992-01-01,Destroyed,Landing (LDG),Domestic Scheduled Passenger,Boeing,2007,March,Wednesday,5544
8503,2007-03-17,Tupolev Tu-134A-3,Russia,6,0,7.0,50.0,UTair Aviation,1976-01-01,Destroyed,Landing (LDG),Domestic Scheduled Passenger,Tupolev,2007,March,Saturday,11398
8504,2007-03-23,Ilyushin Il-76TD,Somalia,11,0,4.0,7.0,Transaviaexport,1991-01-01,Destroyed,Initial climb (ICL),Cargo,Ilyushin,2007,March,Friday,5925
8505,2007-03-30,Embraer EMB-110P1 Bandeirante,Papua New Guinea,2,0,2.0,0.0,Airlink,1979-01-01,Destroyed,En route (ENR),Cargo,Embraer,2007,March,Friday,10315
8506,2007-04-25,BN-2A-27 Islander,Guyana,3,0,1.0,4.0,ASL,1976-01-01,Damaged beyond repair,En route (ENR),Domestic Scheduled Passenger,BN-2A-27,2007,April,Wednesday,11437
8507,2007-05-03,Cessna S550 Citation S/II,United States of America,2,0,1.0,1.0,Hamilton Ranches,1986-01-01,Damaged beyond repair,Approach (APR),Executive,Cessna,2007,May,Thursday,7792
8508,2007-05-05,Boeing 737-8AL,Cameroon,114,0,6.0,108.0,Kenya Airways,2006-01-01,Destroyed,En route (ENR),International Scheduled Passenger,Boeing,2007,May,Saturday,489
8509,2007-05-06,DHC-6 Twin Otter 300,Egypt,9,0,2.0,7.0,"French AF, op.for MFO",1981-01-01,Destroyed,En route (ENR),Military,DHC-6,2007,May,Sunday,9621
8510,2007-05-17,Let L-410UVP,Democratic Republic of the Congo,3,0,2.0,1.0,Safe Air Company,1985-01-01,Damaged beyond repair,Initial climb (ICL),Cargo,Let,2007,May,Thursday,8171
8511,2007-05-24,DHC-6 Twin Otter 300,Peru,13,0,3.0,17.0,Peruvian AF,1976-01-01,Damaged beyond repair,En route (ENR),Domestic Non Scheduled Passenger,DHC-6,2007,May,Thursday,11466
8512,2007-06-02,DHC-3T Texas Turbine Otter,Canada,1,0,1.0,0.0,Black Sheep Aviation & Cattle Co.,1965-01-01,Damaged beyond repair,Takeoff (TOF),Cargo,DHC-3T,2007,June,Saturday,15492
8513,2007-06-04,Cessna 550 Citation II,United States of America,6,0,2.0,4.0,Marlin Air,1981-01-01,Destroyed,En route (ENR),Ambulance,Cessna,2007,June,Monday,9650
8516,2007-06-25,Antonov An-24B,Cambodia,22,0,4.0,18.0,PMT Air,1969-01-01,Destroyed,En route (ENR),Domestic Scheduled Passenger,Antonov,2007,June,Monday,14054
8517,2007-06-28,Boeing 737-2M2,Angola,5,1,7.0,71.0,TAAG,1985-01-01,Destroyed,Landing (LDG),Domestic Scheduled Passenger,Boeing,2007,June,Thursday,8213
8519,2007-06-30,Cessna 500 Citation I,United States of America,1,1,1.0,1.0,IHR Administrative Services,1974-01-01,Destroyed,Landing (LDG),Private,Cessna,2007,June,Saturday,12233
8520,2007-07-05,CT-39A Sabreliner,Mexico,3,7,3.0,0.0,Jett Paqueteria,1962-01-01,Destroyed,Takeoff (TOF),Cargo,CT-39A,2007,July,Thursday,16621
8521,2007-07-05,Cessna 208B Grand Caravan,Ireland,2,0,1.0,8.0,Lancton Taverns,2005-01-01,Destroyed,Approach (APR),Domestic Non Scheduled Passenger,Cessna,2007,July,Thursday,915
8522,2007-07-08,DHC-6 Twin Otter 100,Canada,1,0,2.0,3.0,Liard Air,1968-01-01,Destroyed,Initial climb (ICL),Domestic Non Scheduled Passenger,DHC-6,2007,July,Sunday,14433
8523,2007-07-17,Airbus A320-233,Brazil,187,12,6.0,181.0,TAM Brasil,1998-01-01,Destroyed,Landing (LDG),Domestic Scheduled Passenger,Airbus,2007,July,Tuesday,3484
8524,2007-07-23,Canadair CL-415,Greece,2,0,2.0,0.0,Hellenic AF,2001-01-01,Damaged beyond repair,En route (ENR),Military,Canadair,2007,July,Monday,2394
8525,2007-07-23,Canadair CL-415,Italy,1,0,2.0,0.0,"Civil Protection Department, op.for SOREM",2000-01-01,Destroyed,En route (ENR),Fire fighting,Canadair,2007,July,Monday,2760
8526,2007-07-23,Antonov An-24B,Ethiopia,1,0,6.0,3.0,"Aquiline, opf Djibouti Airlines",1970-01-01,Damaged beyond repair,En route (ENR),Cargo,Antonov,2007,July,Monday,13717
8527,2007-07-29,Antonov An-12BP,Russia,7,0,7.0,0.0,ATRAN,1964-01-01,Destroyed,En route (ENR),Cargo,Antonov,2007,July,Sunday,15915
8528,2007-08-09,DHC-6 Twin Otter 300,French Polynesia,20,0,1.0,19.0,Air Moorea,1979-01-01,Destroyed,Initial climb (ICL),Domestic Scheduled Passenger,DHC-6,2007,August,Thursday,10447
8529,2007-08-22,Embraer EMB-110P1 Bandeirante,Brazil,2,0,2.0,0.0,Two T�xi A�reo,1980-01-01,Damaged beyond repair,En route (ENR),Unknown,Embraer,2007,August,Wednesday,10095
8530,2007-08-26,Antonov An-32B,Democratic Republic of the Congo,14,0,3.0,12.0,GLBC,1987-01-01,Destroyed,Approach (APR),Cargo,Antonov,2007,August,Sunday,7542
8531,2007-09-07,Antonov An-12BP,Democratic Republic of the Congo,8,0,5.0,3.0,"Galaxy Incorporation, lsf Transaviaservice",1963-01-01,Destroyed,Landing (LDG),Cargo,Antonov,2007,September,Friday,16320
8532,2007-09-16,DC-9-82 (MD-82),Thailand,90,0,7.0,123.0,"Orient Thai Airlines, op.for One-Two-Go Airlines",1983-01-01,Destroyed,Landing (LDG),Domestic Scheduled Passenger,DC-9-82,2007,September,Sunday,9024
8533,2007-09-20,Shorts SC.7 Skyvan 3-100,United States of America,1,0,1.0,0.0,Arctic Circle Air Service,1978-01-01,Substantial,Takeoff (TOF),Ferry/positioning,Shorts,2007,September,Thursday,10854
8534,2007-09-24,Let L-410UVP,Democratic Republic of the Congo,1,0,3.0,4.0,Free Airlines,1981-01-01,Damaged beyond repair,Landing (LDG),Passenger,Let,2007,September,Monday,9762
8535,2007-09-26,Cessna F406 Caravan II,Uganda,2,0,2.0,0.0,Fugro Airborne Surveys,1988-01-01,Damaged beyond repair,Initial climb (ICL),Survey/research,Cessna,2007,September,Wednesday,7208
8536,2007-09-29,Antonov An-12BK,Democratic Republic of the Congo,7,0,7.0,0.0,"KNG Transavia Cargo, op.for Business and Cargo Company",1970-01-01,Damaged beyond repair,En route (ENR),Cargo,Antonov,2007,September,Saturday,13785
8537,2007-10-04,Antonov An-26,Democratic Republic of the Congo,21,28,5.0,17.0,"El Sam Airlift, op.for Malift Air",1979-01-01,Destroyed,Initial climb (ICL),Cargo,Antonov,2007,October,Thursday,10503
8538,2007-10-07,Cessna 208B Grand Caravan,United States of America,10,0,1.0,9.0,Kapowsin Air Sports,1994-01-01,Destroyed,En route (ENR),Parachuting,Cessna,2007,October,Sunday,5027
8539,2007-10-07,Grumman American G-1159 Gulfstream ,Venezuela,2,0,2.0,0.0,private,1972-01-01,Destroyed,Approach (APR),Unknown,Grumman,2007,October,Sunday,13063
8540,2007-10-08,Let L-410UVP-E10A,Colombia,17,0,2.0,15.0,Nacional de Aviaci�n,1991-01-01,Destroyed,En route (ENR),Domestic Scheduled Passenger,Let,2007,October,Monday,6124
8541,2007-10-11,Beech B200 Super King Air,Colombia,5,2,2.0,3.0,Rio Sur,1978-01-01,Damaged beyond repair,Initial climb (ICL),Ambulance,Beech,2007,October,Thursday,10875
8542,2007-10-17,BN-2A-21 Islander,Spain,1,0,2.0,0.0,Auxiliar de Actividades A�rea,1977-01-01,Destroyed,En route (ENR),Ferry/positioning,BN-2A-21,2007,October,Wednesday,11246
8543,2007-10-25,Beech A100 King Air,Canada,2,0,2.0,0.0,Air Creebec,1973-01-01,Damaged beyond repair,Landing (LDG),Domestic Scheduled Passenger,Beech,2007,October,Thursday,12715
8544,2007-11-04,Learjet 35A,Brazil,2,6,2.0,0.0,Reali T�xi A�reo,1981-01-01,Destroyed,Initial climb (ICL),Ferry/positioning,Learjet,2007,November,Sunday,9803
8545,2007-11-04,Beech A100 King Air,Guatemala,2,0,2.0,0.0,private,1973-01-01,Destroyed,Approach (APR),Illegal Flight,Beech,2007,November,Sunday,12725
8546,2007-11-06,Beech A100 King Air,United States of America,2,0,1.0,1.0,RHB-JMJ,1973-01-01,Damaged beyond repair,Takeoff (TOF),Executive,Beech,2007,November,Tuesday,12727
8547,2007-11-08,Antonov An-12TB,Sudan,0,2,4.0,0.0,Juba Air Cargo,1963-01-01,Destroyed,Landing (LDG),Cargo,Antonov,2007,November,Thursday,16382
8548,2007-11-30,DC-9-83 (MD-83),Turkey,57,0,7.0,50.0,"Atlasjet, lsf World Focus Airlines",1994-01-01,Destroyed,Approach (APR),Domestic Scheduled Passenger,DC-9-83,2007,November,Friday,5081
8549,2007-12-05,Cessna 208B Super Cargomaster,United States of America,2,0,1.0,1.0,"Castle Aviation, op.for AirNet Systems",1999-01-01,Damaged beyond repair,En route (ENR),Cargo,Cessna,2007,December,Wednesday,3260
8550,2007-12-10,Beech 200 Super King Air,United States of America,2,0,1.0,3.0,QB Corporation,1980-01-01,Damaged beyond repair,Approach (APR),Executive,Beech,2007,December,Monday,10205
8551,2007-12-26,Canadair Challenger 604,Kazakhstan,1,0,3.0,1.0,Jet Connection Business Flight,2000-01-01,Destroyed,Takeoff (TOF),Executive,Canadair,2007,December,Wednesday,2916
8552,2007-12-30,GAF Nomad N.22B,Indonesia,5,0,7.0,0.0,Indonesian Navy,1992-01-01,Damaged beyond repair,Approach (APR),Military,GAF,2007,December,Sunday,5842
8553,2008-01-04,Let L-410UVP-E3,Venezuela,14,0,2.0,12.0,Transaven,1987-01-01,Damaged beyond repair,En route (ENR),Domestic Scheduled Passenger,Let,2008,January,Friday,7673
8554,2008-01-11,Antonov An-2R,Slovenia,1,0,2.0,0.0,Letalska sola Solt,1978-01-01,Damaged beyond repair,En route (ENR),Ferry/positioning,Antonov,2008,January,Friday,10967
8555,2008-01-14,Beech 1900C-1,United States of America,1,0,1.0,0.0,Alpine Aviation,1989-01-01,Damaged beyond repair,Approach (APR),Cargo,Beech,2008,January,Monday,6952
8556,2008-01-19,Beech B200 Super King Air,Angola,13,0,2.0,11.0,Gira Globo,1981-01-01,Damaged beyond repair,Approach (APR),Passenger,Beech,2008,January,Saturday,9879
8557,2008-01-23,CASA C-295M,Poland,20,0,4.0,16.0,Polish AF,2007-01-01,Damaged beyond repair,Approach (APR),Military,CASA,2008,January,Wednesday,387
8558,2008-01-26,CASA/IPTN NC-212 Aviocar 200,Indonesia,3,0,3.0,0.0,Dirgantara Air Services,1993-01-01,Destroyed,En route (ENR),Cargo,CASA/IPTN,2008,January,Saturday,5503
8560,2008-02-01,Cessna 525 CitationJet CJ1,United States of America,2,0,1.0,1.0,private,2001-01-01,Damaged beyond repair,En route (ENR),Private,Cessna,2008,February,Friday,2587
8561,2008-02-18,Cessna 650 Citation III,Venezuela,3,0,2.0,1.0,private,1987-01-01,Destroyed,En route (ENR),Unknown,Cessna,2008,February,Monday,7718
8562,2008-02-21,ATR 42-300,Venezuela,46,0,3.0,43.0,Santa B�rbara Airlines,1986-01-01,Destroyed,En route (ENR),Domestic Scheduled Passenger,ATR,2008,February,Thursday,8086
8563,2008-03-04,Cessna 500 Citation I,United States of America,5,0,2.0,3.0,Interstate Helicopters,1975-01-01,Destroyed,En route (ENR),Executive,Cessna,2008,March,Tuesday,12116
8564,2008-03-15,Beech 1900D,Nigeria,3,0,2.0,1.0,Wings Aviation,1998-01-01,Destroyed,En route (ENR),Ferry/positioning,Beech,2008,March,Saturday,3726
8565,2008-03-30,Cessna 500 Citation I,United Kingdom,5,0,2.0,3.0,private,1975-01-01,Destroyed,Approach (APR),Private,Cessna,2008,March,Sunday,12142
8566,2008-04-03,Antonov An-28,Suriname,19,0,2.0,17.0, Blue Wing Airlines,1990-01-01,Damaged beyond repair,En route (ENR),Domestic Scheduled Passenger,Antonov,2008,April,Thursday,6667
8567,2008-04-03,Cessna F406 Caravan II,Tanzania,2,0,2.0,0.0,Auric Air,1989-01-01,Damaged beyond repair,Initial climb (ICL),Training,Cessna,2008,April,Thursday,7032
8569,2008-04-09,Swearingen SA227-AC Metro III,Australia,1,0,1.0,0.0,Airtex Aviation,1984-01-01,Destroyed,En route (ENR),Cargo,Swearingen,2008,April,Wednesday,8865
8570,2008-04-11,Antonov An-32B,Moldova,8,0,8.0,0.0, Kata Air Transport,1992-01-01,Destroyed,Approach (APR),Ferry/positioning,Antonov,2008,April,Friday,5945
8571,2008-04-15,DC-9-51,Democratic Republic of the Congo,3,37,8.0,86.0,Hewa Bora Airways,1977-01-01,Destroyed,Takeoff (TOF),Domestic Scheduled Passenger,DC-9-51,2008,April,Tuesday,11427
8573,2008-05-02,Beech 1900C,South Sudan,21,0,2.0,19.0,"Flex Air, op.for Southern Sudan Air Connection",1989-01-01,Damaged beyond repair,En route (ENR),Domestic Non Scheduled Passenger,Beech,2008,May,Friday,7061
8575,2008-05-23,Beech 1900C,United States of America,1,0,1.0,0.0,Alpine Aviation,1986-01-01,Destroyed,Initial climb (ICL),Cargo,Beech,2008,May,Friday,8178
8576,2008-05-26,Antonov An-12BP,Russia,9,0,7.0,2.0,Moskovia Airlines,1968-01-01,Destroyed,Approach (APR),Ferry/positioning,Antonov,2008,May,Monday,14756
8577,2008-05-30,Airbus A320-233,Honduras,3,2,6.0,118.0,TACA,2000-01-01,Damaged beyond repair,Landing (LDG),International Scheduled Passenger,Airbus,2008,May,Friday,3072
8578,2008-06-07,Antonov An-2R,Russia,2,0,2.0,0.0,private,1981-01-01,Destroyed,Unknown (UNK),Illegal Flight,Antonov,2008,June,Saturday,10019
8579,2008-06-07,Cessna 208B Grand Caravan,Chile,1,0,1.0,9.0,Patagonia Airlines,2005-01-01,Substantial,En route (ENR),Domestic Scheduled Passenger,Cessna,2008,June,Saturday,1253
8580,2008-06-10,Airbus A310-324,Sudan,30,0,11.0,203.0, Sudan Airways,1990-01-01,Destroyed,Landing (LDG),International Scheduled Passenger,Airbus,2008,June,Tuesday,6735
8582,2008-06-18,DHC-6 Twin Otter 100,United States of America,1,0,1.0,0.0,Wiggins Airways,1967-01-01,Destroyed,Takeoff (TOF),Cargo,DHC-6,2008,June,Wednesday,15144
8583,2008-06-26,CASA/Nurtanio NC-212 Aviocar,Indonesia,18,0,5.0,13.0,Indonesian AF,1984-01-01,Destroyed,En route (ENR),Military,CASA/Nurtanio,2008,June,Thursday,8943
8585,2008-06-27,Antonov An-12BK,South Sudan,7,0,8.0,0.0,Juba Air Cargo,1968-01-01,Destroyed,En route (ENR),Cargo,Antonov,2008,June,Friday,14788
